year,township,WLN,method,clitellata_hirudinida
2013,burnsville,B-13,BT3,0
2013,hastings,H-57,DN,2
2013,hastings,H-57,BT1,2
2013,hastings,H-57,BT2,1
2013,hastings,H-57,BT3,0
2013,rosemount,R-14,DN,4
2013,rosemount,R-14,BT1,0
2013,rosemount,R-14,BT2,0
2013,rosemount,R-14,BT3,0
2013,mendota_heights,MH-17,DN,3
2013,mendota_heights,MH-17,BT1,3
2013,mendota_heights,MH-17,BT2,0
2013,mendota_heights,MH-17,BT3,0
2013,rosemount,R-26,DN,0
2013,rosemount,R-26,BT1,1
2013,rosemount,R-26,BT2,0
2013,rosemount,R-26,BT3,0
2013,mendota_heights,MH-2,DN,0
2013,mendota_heights,MH-2,BT1,0
2013,mendota_heights,MH-2,BT2,0
2013,mendota_heights,MH-2,BT3,0
2013,lakeville,L-8,DN,0
2013,lakeville,L-8,BT1,0
2013,lakeville,L-8,BT2,0
2013,lakeville,L-8,BT3,0
2013,lakeville,L-7,DN,0
2013,lakeville,L-7,BT1,1
2013,lakeville,L-7,BT2,0
2013,lakeville,L-7,BT3,0
2013,farmington,F-5,DN,1
2013,farmington,F-5,BT1,1
2013,farmington,F-5,BT2,0
2013,farmington,F-5,BT3,0
2013,farmington,F-5,DN,1
2013,farmington,F-5,BT1,0
2013,farmington,F-5,BT2,0
2013,farmington,F-5,BT3,0
2013,farmington,F-3,DN,1
2013,farmington,F-3,BT1,0
2013,farmington,F-3,BT2,0
2013,farmington,F-3,BT3,0
2013,farmington,F-6,DN,0
2013,farmington,F-6,BT1,1
2013,farmington,F-6,BT2,0
2013,farmington,F-6,BT3,0
2013,burnsville,B-1,DN,2
2013,burnsville,B-1,BT1,1
2013,burnsville,B-1,BT2,2
2013,burnsville,B-1,BT3,0
2013,hastings,H-6,DN,0
2013,hastings,H-6,BT1,1
2013,hastings,H-6,BT2,0
2013,hastings,H-6,BT3,0
2013,apple_valley,AV-20,DN,4
2013,apple_valley,AV-20,BT1,4
2013,apple_valley,AV-20,BT2,0
2013,apple_valley,AV-20,BT3,0
2013,eagan,E-35,DN,2
2013,eagan,E-35,BT1,3
2013,eagan,E-35,BT2,0
2013,eagan,E-35,BT3,0
2013,west_st_paul,WSP-?,DN,1
2013,west_st_paul,WSP-?,BT1,1
2013,west_st_paul,WSP-?,BT2,0
2013,west_st_paul,WSP-?,BT3,0
2013,eagan,E-1,DN,0
2013,eagan,E-1,BT1,0
2013,eagan,E-1,BT2,0
2013,eagan,E-1,BT3,0
2013,eagan,E-35,DN,1
2013,eagan,E-35,BT1,1
2013,eagan,E-35,BT2,0
2013,eagan,E-35,BT3,0
2013,south_st_paul,SSP-1,DN,0
2013,south_st_paul,SSP-1,BT1,1
2013,south_st_paul,SSP-1,BT2,0
2013,south_st_paul,SSP-1,BT3,0
2013,lakeville,L-8,DN,0
2013,lakeville,L-8,BT1,0
2013,lakeville,L-8,BT2,0
2013,lakeville,L-8,BT3,0
2013,south_st_paul,SSP-3,DN,1
2013,south_st_paul,SSP-3,BT1,2
2013,south_st_paul,SSP-3,BT2,0
2013,south_st_paul,SSP-3,BT3,0
2014,burnsville,B-3,DN,1
2014,burnsville,B-3,BT1,0
2014,burnsville,B-3,BT2,0
2014,burnsville,B-3,BT3,0
2014,burnsville,B-1,DN,4
2014,burnsville,B-1,BT1,2
2014,burnsville,B-1,BT2,0
2014,burnsville,B-1,BT3,0
2014,hastings,H-56,DN,0
2014,hastings,H-56,BT1,0
2014,hastings,H-56,BT2,0
2014,hastings,H-56,BT3,0
2014,rosemount,R-21,DN,0
2014,rosemount,R-21,BT1,2
2014,rosemount,R-21,BT2,0
2014,rosemount,R-21,BT3,0
2014,rosemount,R-23,DN,1
2014,rosemount,R-23,BT1,0
2014,rosemount,R-23,BT2,0
2014,rosemount,R-23,BT3,0
2014,west_st_paul,WSP-???,DN,2
2014,west_st_paul,WSP-???,BT1,4
2014,west_st_paul,WSP-???,BT2,0
2014,west_st_paul,WSP-???,BT3,0
2014,south_st_paul,SSP-1,DN,0
2014,south_st_paul,SSP-1,BT1,0
2014,south_st_paul,SSP-1,BT2,0
2014,south_st_paul,SSP-1,BT3,0
2014,hastings,H-4,DN,0
2014,hastings,H-4,BT1,0
2014,hastings,H-4,BT2,0
2014,hastings,H-4,BT3,0
2014,west_st_paul,WSP-11,DN,3
2014,west_st_paul,WSP-11,BT1,0
2014,west_st_paul,WSP-11,BT2,0
2014,west_st_paul,WSP-11,BT3,0
2014,west_st_paul,WSP-5,DN,1
2014,west_st_paul,WSP-5,BT1,3
2014,west_st_paul,WSP-5,BT2,0
2014,west_st_paul,WSP-5,BT3,0
2014,apple_valley,AV-20,DN,3
2014,apple_valley,AV-20,BT1,6
2014,apple_valley,AV-20,BT2,0
2014,apple_valley,AV-20,BT3,0
2014,mendota_heights,MH-2,DN,2
2014,mendota_heights,MH-2,BT1,0
2014,mendota_heights,MH-2,BT2,0
2014,mendota_heights,MH-2,BT3,4
2014,rosemount,R-1,DN,1
2014,rosemount,R-1,BT1,3
2014,rosemount,R-1,BT2,0
2014,rosemount,R-1,BT3,0
2014,burnsville,B-9,DN,1
2014,burnsville,B-9,BT1,1
2014,burnsville,B-9,BT2,1
2014,burnsville,B-9,BT3,0
2014,burnsville,B-17,DN,4
2014,burnsville,B-17,BT1,1
2014,burnsville,B-17,BT2,0
2014,burnsville,B-17,BT3,0
2014,hastings,H-6,DN,0
2014,hastings,H-6,BT1,0
2014,hastings,H-6,BT2,0
2014,hastings,H-6,BT3,0
2014,mendota_heights,MH-9,DN,2
2014,mendota_heights,MH-9,BT1,2
2014,mendota_heights,MH-9,BT2,0
2014,mendota_heights,MH-9,BT3,0
2014,eagan,E-38,DN,0
2014,eagan,E-38,BT1,0
2014,eagan,E-38,BT2,0
2014,eagan,E-38,BT3,0
2014,eagan,E-37,DN,3
2014,eagan,E-37,BT1,5
2014,eagan,E-37,BT2,0
2014,eagan,E-37,BT3,0
2014,farmington,F-5,DN,2
2014,farmington,F-5,BT1,0
2014,farmington,F-5,BT2,0
2014,farmington,F-5,BT3,0
2014,hastings,H-57,DN,0
2014,hastings,H-57,BT1,0
2014,hastings,H-57,BT2,0
2014,hastings,H-57,BT3,0
2014,south_st_paul,SSP-3,DN,1
2014,south_st_paul,SSP-3,BT1,3
2014,south_st_paul,SSP-3,BT2,0
2014,south_st_paul,SSP-3,BT3,0
2014,farmington,F-7,DN,2
2014,farmington,F-7,BT1,2
2014,farmington,F-7,BT2,0
2014,farmington,F-7,BT3,0
2014,farmington,F-3,DN,1
2014,farmington,F-3,BT1,0
2014,farmington,F-3,BT2,0
2014,farmington,F-3,BT3,0
2014,burnsville,B-1,DN,4
2014,burnsville,B-1,BT1,3
2014,burnsville,B-1,BT2,0
2014,burnsville,B-1,BT3,0
2014,apple_valley,AV-18,DN,2
2014,apple_valley,AV-18,BT1,2
2014,apple_valley,AV-18,BT2,0
2014,apple_valley,AV-18,BT3,0
2014,apple_valley,AV-1,DN,0
2014,apple_valley,AV-1,BT1,3
2014,apple_valley,AV-1,BT2,0
2014,apple_valley,AV-1,BT3,0
2014,lakeville,L-8,DN,0
2014,lakeville,L-8,BT1,0
2014,lakeville,L-8,BT2,0
2014,lakeville,L-8,BT3,0
2014,rosemount,R-21,DN,2
2014,rosemount,R-21,BT1,1
2014,rosemount,R-21,BT2,0
2014,rosemount,R-21,BT3,0
2014,mendota_heights,MH-2,DN,2
2014,mendota_heights,MH-2,BT1,3
2014,mendota_heights,MH-2,BT2,0
2014,mendota_heights,MH-2,BT3,0
2014,farmington,F-7,DN,1
2014,farmington,F-7,BT1,2
2014,farmington,F-7,BT2,0
2014,farmington,F-7,BT3,0
2014,west_st_paul,WSP-1,DN,1
2014,west_st_paul,WSP-1,BT1,1
2014,west_st_paul,WSP-1,BT2,0
2014,west_st_paul,WSP-1,BT3,0
2014,south_st_paul,SSP-1,DN,1
2014,south_st_paul,SSP-1,BT1,0
2014,south_st_paul,SSP-1,BT2,0
2014,south_st_paul,SSP-1,BT3,0
2014,lakeville,L-7,DN,0
2014,lakeville,L-7,BT1,0
2014,lakeville,L-7,BT2,0
2014,lakeville,L-7,BT3,0
2014,lakeville,L-8,DN,0
2014,lakeville,L-8,BT1,0
2014,lakeville,L-8,BT2,0
2014,lakeville,L-8,BT3,0
2014,rosemount,R-26,DN,1
2014,rosemount,R-26,BT1,1
2014,rosemount,R-26,BT2,0
2014,rosemount,R-26,BT3,0
2014,hastings,H-56,DN,0
2014,hastings,H-56,BT1,0
2014,hastings,H-56,BT2,0
2014,hastings,H-56,BT3,0
2014,apple_valley,AV-1,DN,1
2014,apple_valley,AV-1,BT1,5
2014,apple_valley,AV-1,BT2,0
2014,apple_valley,AV-1,BT3,0
2014,west_st_paul,WSP-10,DN,2
2014,west_st_paul,WSP-10,BT1,3
2014,west_st_paul,WSP-10,BT2,0
2014,west_st_paul,WSP-10,BT3,0
2014,eagan,E-36,DN,0
2014,eagan,E-36,BT1,0
2014,eagan,E-36,BT2,0
2014,eagan,E-36,BT3,0
2015,south_st_paul,SSP-1,DN,0
2015,south_st_paul,SSP-1,BT1,0
2015,south_st_paul,SSP-1,BT2,0
2015,south_st_paul,SSP-1,BT3,0
2015,burnsville,B-1,DN,0
2015,burnsville,B-1,BT1,0
2015,burnsville,B-1,BT2,0
2015,burnsville,B-1,BT3,0
2015,hastings,H-4,DN,0
2015,hastings,H-4,BT1,0
2015,hastings,H-4,BT2,0
2015,hastings,H-4,BT3,0
2015,hastings,H-56,DN,0
2015,hastings,H-56,BT1,0
2015,hastings,H-56,BT2,0
2015,hastings,H-56,BT3,0
2015,burnsville,B-3,DN,0
2015,burnsville,B-3,BT1,0
2015,burnsville,B-3,BT2,0
2015,burnsville,B-3,BT3,0
2015,rosemount,R-2,DN,1
2015,rosemount,R-2,BT1,1
2015,rosemount,R-2,BT2,0
2015,rosemount,R-2,BT3,0
2015,rosemount,R-20,DN,1
2015,rosemount,R-20,BT1,1
2015,rosemount,R-20,BT2,0
2015,rosemount,R-20,BT3,0
2015,rosemount,R-4,DN,1
2015,rosemount,R-4,BT1,2
2015,rosemount,R-4,BT2,0
2015,rosemount,R-4,BT3,0
2015,hastings,H-6,DN,5
2015,hastings,H-6,BT1,7
2015,hastings,H-6,BT2,0
2015,hastings,H-6,BT3,0
2015,hastings,H-57,DN,3
2015,hastings,H-57,BT1,1
2015,hastings,H-57,BT2,0
2015,hastings,H-57,BT3,0
2015,burnsville,B-12,DN,2
2015,burnsville,B-12,BT1,2
2015,burnsville,B-12,BT2,5
2015,burnsville,B-12,BT3,0
2015,burnsville,B-4,DN,0
2015,burnsville,B-4,BT1,0
2015,burnsville,B-4,BT2,0
2015,burnsville,B-4,BT3,0
2015,farmington,F-3,DN,0
2015,farmington,F-3,BT1,0
2015,farmington,F-3,BT2,0
2015,farmington,F-3,BT3,0
2015,farmington,F-7,DN,1
2015,farmington,F-7,BT1,2
2015,farmington,F-7,BT2,0
2015,farmington,F-7,BT3,0
2015,farmington,F-6,DN,0
2015,farmington,F-6,BT1,0
2015,farmington,F-6,BT2,0
2015,farmington,F-6,BT3,0
2015,apple_valley,AV-1,DN,2
2015,apple_valley,AV-1,BT1,2
2015,apple_valley,AV-1,BT2,3
2015,apple_valley,AV-1,BT3,0
2015,apple_valley,AV-19,DN,2
2015,apple_valley,AV-19,BT1,0
2015,apple_valley,AV-19,BT2,0
2015,apple_valley,AV-19,BT3,0
2015,mendota_heights,MH-2,DN,2
2015,mendota_heights,MH-2,BT1,2
2015,mendota_heights,MH-2,BT2,0
2015,mendota_heights,MH-2,BT3,0
2015,rosemount,R-6,DN,1
2015,rosemount,R-6,BT1,2
2015,rosemount,R-6,BT2,0
2015,rosemount,R-6,BT3,0
2015,lakeville,L-8,DN,0
2015,lakeville,L-8,BT1,0
2015,lakeville,L-8,BT2,0
2015,lakeville,L-8,BT3,0
2015,lakeville,L-7,DN,0
2015,lakeville,L-7,BT1,0
2015,lakeville,L-7,BT2,0
2015,lakeville,L-7,BT3,0
2015,rosemount,R-20,DN,3
2015,rosemount,R-20,BT1,3
2015,rosemount,R-20,BT2,0
2015,rosemount,R-20,BT3,0
2015,hastings,H-6,DN,0
2015,hastings,H-6,BT1,0
2015,hastings,H-6,BT2,0
2015,hastings,H-6,BT3,0
2015,burnsville,B-1,DN,0
2015,burnsville,B-1,BT1,0
2015,burnsville,B-1,BT2,0
2015,burnsville,B-1,BT3,0
2015,south_st_paul,SSP-3,DN,2
2015,south_st_paul,SSP-3,BT1,3
2015,south_st_paul,SSP-3,BT2,0
2015,south_st_paul,SSP-3,BT3,0
2015,mendota_heights,MH-9,DN,0
2015,mendota_heights,MH-9,BT1,0
2015,mendota_heights,MH-9,BT2,0
2015,mendota_heights,MH-9,BT3,0
2015,apple_valley,AV-1,DN,1
2015,apple_valley,AV-1,BT1,1
2015,apple_valley,AV-1,BT2,2
2015,apple_valley,AV-1,BT3,0
2015,farmington,F-?,DN,2
2015,farmington,F-?,BT1,2
2015,farmington,F-?,BT2,0
2015,farmington,F-?,BT3,0
2015,apple_valley,AV-20,DN,2
2015,apple_valley,AV-20,BT1,4
2015,apple_valley,AV-20,BT2,0
2015,apple_valley,AV-20,BT3,0
2015,eagan,E-10,DN,0
2015,eagan,E-10,BT1,0
2015,eagan,E-10,BT2,0
2015,eagan,E-10,BT3,0
2015,eagan,DC-2,DN,2
2015,eagan,DC-2,BT1,2
2015,eagan,DC-2,BT2,3
2015,eagan,DC-2,BT3,0
2015,west_st_paul,WSP-5,,3
2015,west_st_paul,WSP-1,,7
2015,west_st_paul,WSP-????,,3
2015,west_st_paul,WSP-6,,2
2015,empire,DC-1,DN,0
2015,empire,DC-1,BT1,0
2015,empire,DC-1,BT2,0
2015,empire,DC-1,BT3,0
2015,west_st_paul,WSP-6,DN,0
2015,west_st_paul,WSP-6,BT1,0
2015,west_st_paul,WSP-6,BT2,0
2015,west_st_paul,WSP-6,BT3,0
2015,eagan,E-32,DN,0
2015,eagan,E-32,BT1,0
2015,eagan,E-32,BT2,0
2015,eagan,E-32,BT3,0
2015,eagan,E-36,DN,0
2015,eagan,E-36,BT1,0
2015,eagan,E-36,BT2,0
2015,eagan,E-36,BT3,0
2015,south_st_paul,SSP-1,DN,0
2015,south_st_paul,SSP-1,BT1,0
2015,south_st_paul,SSP-1,BT2,0
2015,south_st_paul,SSP-1,BT3,0
2015,eagan,E-36,DN,2
2015,eagan,E-36,BT1,4
2015,eagan,E-36,BT2,0
2015,eagan,E-36,BT3,0
2015,mendota_heights,MH-2,DN,0
2015,mendota_heights,MH-2,BT1,0
2015,mendota_heights,MH-2,BT2,0
2015,mendota_heights,MH-2,BT3,0
2016,eagan,DC-2,DN,0
2016,eagan,DC-2,BT1,0
2016,eagan,DC-2,BT2,0
2016,eagan,DC-2,BT3,0
2016,burnsville,B-7,DN,2
2016,burnsville,B-7,BT1,2
2016,burnsville,B-7,BT2,0
2016,burnsville,B-7,BT3,0
2016,burnsville,B-6,DN,0
2016,burnsville,B-6,BT1,0
2016,burnsville,B-6,BT2,0
2016,burnsville,B-6,BT3,0
2016,hastings,H-56,DN,0
2016,hastings,H-56,BT1,0
2016,hastings,H-56,BT2,0
2016,hastings,H-56,BT3,0
2016,hastings,H-4,DN,0
2016,hastings,H-4,BT1,0
2016,hastings,H-4,BT2,0
2016,hastings,H-4,BT3,0
2016,rosemount,R-21,DN,1
2016,rosemount,R-21,BT1,3
2016,rosemount,R-21,BT2,0
2016,rosemount,R-21,BT3,0
2016,eagan,DC-3,DN,0
2016,eagan,DC-3,BT1,0
2016,eagan,DC-3,BT2,0
2016,eagan,DC-3,BT3,0
2016,lakeville,L-8,DN,0
2016,lakeville,L-8,BT1,0
2016,lakeville,L-8,BT2,0
2016,lakeville,L-8,BT3,0
2016,lakeville,L-7,DN,0
2016,lakeville,L-7,BT1,0
2016,lakeville,L-7,BT2,0
2016,lakeville,L-7,BT3,0
2016,eagan,E-20,DN,0
2016,eagan,E-20,BT1,0
2016,eagan,E-20,BT2,0
2016,eagan,E-20,BT3,0
2016,rosemount,R-1,DN,2
2016,rosemount,R-1,BT1,2
2016,rosemount,R-1,BT2,0
2016,rosemount,R-1,BT3,0
2016,rosemount,R-20,DN,0
2016,rosemount,R-20,BT1,0
2016,rosemount,R-20,BT2,0
2016,rosemount,R-20,BT3,0
2016,west_st_paul,WSP-1,DN,2
2016,west_st_paul,WSP-1,BT1,0
2016,west_st_paul,WSP-1,BT2,0
2016,west_st_paul,WSP-1,BT3,0
2016,west_st_paul,WSP-10,DN,0
2016,west_st_paul,WSP-10,BT1,4
2016,west_st_paul,WSP-10,BT2,0
2016,west_st_paul,WSP-10,BT3,0
2016,burnsville,B-3,DN,0
2016,burnsville,B-3,BT1,0
2016,burnsville,B-3,BT2,0
2016,burnsville,B-3,BT3,0
2016,hastings,H-6,DN,1
2016,hastings,H-6,BT1,2
2016,hastings,H-6,BT2,0
2016,hastings,H-6,BT3,0
2016,hastings,H-57,DN,1
2016,hastings,H-57,BT1,1
2016,hastings,H-57,BT2,0
2016,hastings,H-57,BT3,0
2016,eagan,DC-4,DN,0
2016,eagan,DC-4,BT1,0
2016,eagan,DC-4,BT2,0
2016,eagan,DC-4,BT3,0
2016,mendota_heights,MH-2,DN,0
2016,mendota_heights,MH-2,BT1,1
2016,mendota_heights,MH-2,BT2,0
2016,mendota_heights,MH-2,BT3,0
2016,west_st_paul,WSP-????,DN,0
2016,west_st_paul,WSP-????,BT1,1
2016,west_st_paul,WSP-????,BT2,0
2016,west_st_paul,WSP-????,BT3,0
2016,burnsville,B-1,DN,0
2016,burnsville,B-1,BT1,1
2016,burnsville,B-1,BT2,0
2016,burnsville,B-1,BT3,0
2016,apple_valley,AV-13,DN,3
2016,apple_valley,AV-13,BT1,2
2016,apple_valley,AV-13,BT2,0
2016,apple_valley,AV-13,BT3,0
2016,apple_valley,AV-6,DN,2
2016,apple_valley,AV-6,BT1,0
2016,apple_valley,AV-6,BT2,0
2016,apple_valley,AV-6,BT3,0
2016,rosemount,R-6,DN,1
2016,rosemount,R-6,BT1,0
2016,rosemount,R-6,BT2,0
2016,rosemount,R-6,BT3,0
2016,south_st_paul,SSP-3,DN,0
2016,south_st_paul,SSP-3,BT1,4
2016,south_st_paul,SSP-3,BT2,0
2016,south_st_paul,SSP-3,BT3,0
2016,south_st_paul,SSP-3,DN,1
2016,south_st_paul,SSP-3,BT1,2
2016,south_st_paul,SSP-3,BT2,0
2016,south_st_paul,SSP-3,BT3,0
2016,rosemount,R-20,DN,2
2016,rosemount,R-20,BT1,3
2016,rosemount,R-20,BT2,0
2016,rosemount,R-20,BT3,0
2016,apple_valley,AV-20,DN,0
2016,apple_valley,AV-20,BT1,3
2016,apple_valley,AV-20,BT2,0
2016,apple_valley,AV-20,BT3,0
2016,mendota_heights,MH-1,DN,0
2016,mendota_heights,MH-1,BT1,1
2016,mendota_heights,MH-1,BT2,0
2016,mendota_heights,MH-1,BT3,0
2016,farmington,F-7,DN,2
2016,farmington,F-7,BT1,4
2016,farmington,F-7,BT2,3
2016,farmington,F-7,BT3,0
2016,farmington,F-3,DN,0
2016,farmington,F-3,BT1,0
2016,farmington,F-3,BT2,0
2016,farmington,F-3,BT3,0
2016,burnsville,B-1,DN,2
2016,burnsville,B-1,BT1,2
2016,burnsville,B-1,BT2,0
2016,burnsville,B-1,BT3,0
2016,south_st_paul,SSP-4,DN,1
2016,south_st_paul,SSP-4,BT1,3
2016,south_st_paul,SSP-4,BT2,0
2016,south_st_paul,SSP-4,BT3,0
2016,west_st_paul,WSP-11,DN,2
2016,west_st_paul,WSP-11,BT1,0
2016,west_st_paul,WSP-11,BT2,0
2016,west_st_paul,WSP-11,BT3,0
2016,eagan,E-39,DN,0
2016,eagan,E-39,BT1,0
2016,eagan,E-39,BT2,0
2016,eagan,E-39,BT3,0
2016,eagan,E-20,DN,0
2016,eagan,E-20,BT1,0
2016,eagan,E-20,BT2,0
2016,eagan,E-20,BT3,0
2016,mendota_heights,MH-8,DN,3
2016,mendota_heights,MH-8,BT1,2
2016,mendota_heights,MH-8,BT2,0
2016,mendota_heights,MH-8,BT3,0
2016,hastings,H-6,DN,0
2016,hastings,H-6,BT1,0
2016,hastings,H-6,BT2,0
2016,hastings,H-6,BT3,0
2016,empire,DC-1,DN,0
2016,empire,DC-1,BT1,0
2016,empire,DC-1,BT2,0
2016,empire,DC-1,BT3,0
2016,farmington,F-8,DN,2
2016,farmington,F-8,BT1,3
2016,farmington,F-8,BT2,0
2016,farmington,F-8,BT3,0
2016,farmington,F-??,DN,0
2016,farmington,F-??,BT1,0
2016,farmington,F-??,BT2,0
2016,farmington,F-??,BT3,0
2016,west_st_paul,WSP-1,DN,2
2016,west_st_paul,WSP-1,BT1,2
2016,west_st_paul,WSP-1,BT2,0
2016,west_st_paul,WSP-1,BT3,0
2016,lakeville,L-8,DN,0
2016,lakeville,L-8,BT1,0
2016,lakeville,L-8,BT2,0
2016,lakeville,L-8,BT3,0
2016,empire,DC-1,DN,0
2016,empire,DC-1,BT1,0
2016,empire,DC-1,BT2,0
2016,empire,DC-1,BT3,0
2016,eagan,E-40,DN,0
2016,eagan,E-40,BT1,0
2016,eagan,E-40,BT2,0
2016,eagan,E-40,BT3,0
2016,apple_valley,AV-13,DN,2
2016,apple_valley,AV-13,BT1,2
2016,apple_valley,AV-13,BT2,0
2016,apple_valley,AV-13,BT3,0
2017,burnsville,B-8,DN,1
2017,burnsville,B-8,BT1,1
2017,burnsville,B-8,BT2,0
2017,burnsville,B-8,BT3,0
2017,burnsville,B-3,DN,0
2017,burnsville,B-3,BT1,0
2017,burnsville,B-3,BT2,0
2017,burnsville,B-3,BT3,0
2017,farmington,F-8,DN,1
2017,farmington,F-8,BT1,0
2017,farmington,F-8,BT2,0
2017,farmington,F-8,BT3,0
2017,farmington,F-7,DN,1
2017,farmington,F-7,BT1,2
2017,farmington,F-7,BT2,0
2017,farmington,F-7,BT3,0
2017,farmington,F-3,DN,0
2017,farmington,F-3,BT1,0
2017,farmington,F-3,BT2,0
2017,farmington,F-3,BT3,0
2017,rosemount,R-4,DN,1
2017,rosemount,R-4,BT1,1
2017,rosemount,R-4,BT2,0
2017,rosemount,R-4,BT3,0
2017,apple_valley,AV-12,DN,0
2017,apple_valley,AV-12,BT1,0
2017,apple_valley,AV-12,BT2,0
2017,apple_valley,AV-12,BT3,0
2017,lakeville,L-7,DN,0
2017,lakeville,L-7,BT1,0
2017,lakeville,L-7,BT2,0
2017,lakeville,L-7,BT3,0
2017,lakeville,L-8,DN,0
2017,lakeville,L-8,BT1,0
2017,lakeville,L-8,BT2,0
2017,lakeville,L-8,BT3,0
2017,eagan,DC-3,DN,2
2017,eagan,DC-3,BT1,2
2017,eagan,DC-3,BT2,0
2017,eagan,DC-3,BT3,0
2017,eagan,E-18,DN,0
2017,eagan,E-18,BT1,0
2017,eagan,E-18,BT2,0
2017,eagan,E-18,BT3,0
2017,eagan,E-41,DN,0
2017,eagan,E-41,BT1,0
2017,eagan,E-41,BT2,0
2017,eagan,E-41,BT3,0
2017,greenvale,NC-2,DN,0
2017,greenvale,NC-2,BT1,1
2017,greenvale,NC-2,BT2,0
2017,greenvale,NC-2,BT3,0
2017,hastings,H-56,DN,0
2017,hastings,H-56,BT1,0
2017,hastings,H-56,BT2,0
2017,hastings,H-56,BT3,0
2017,hastings,H-4,DN,1
2017,hastings,H-4,BT1,0
2017,hastings,H-4,BT2,0
2017,hastings,H-4,BT3,0
2017,mendota_heights,MH-2,DN,0
2017,mendota_heights,MH-2,BT1,0
2017,mendota_heights,MH-2,BT2,0
2017,mendota_heights,MH-2,BT3,0
2017,south_st_paul,SSP-1,DN,1
2017,south_st_paul,SSP-1,BT1,1
2017,south_st_paul,SSP-1,BT2,0
2017,south_st_paul,SSP-1,BT3,0
2017,rosemount,R-21,DN,4
2017,rosemount,R-21,BT1,0
2017,rosemount,R-21,BT2,0
2017,rosemount,R-21,BT3,0
2017,south_st_paul,SSP-3,DN,1
2017,south_st_paul,SSP-3,BT1,3
2017,south_st_paul,SSP-3,BT2,0
2017,south_st_paul,SSP-3,BT3,0
2017,west_st_paul,WSP-8,DN,0
2017,west_st_paul,WSP-8,BT1,0
2017,west_st_paul,WSP-8,BT2,0
2017,west_st_paul,WSP-8,BT3,0
2017,west_st_paul,WSP-3,DN,0
2017,west_st_paul,WSP-3,BT1,0
2017,west_st_paul,WSP-3,BT2,0
2017,west_st_paul,WSP-3,BT3,0
2017,west_st_paul,WSP-6,DN,0
2017,west_st_paul,WSP-6,BT1,0
2017,west_st_paul,WSP-6,BT2,0
2017,west_st_paul,WSP-6,BT3,0
2017,west_st_paul,WSP-4,DN,0
2017,west_st_paul,WSP-4,BT1,0
2017,west_st_paul,WSP-4,BT2,0
2017,west_st_paul,WSP-4,BT3,0
2017,burnsville,B-13,DN,1
2017,burnsville,B-13,BT1,0
2017,burnsville,B-13,BT2,0
2017,burnsville,B-13,BT3,0
2017,burnsville,B-1,DN,0
2017,burnsville,B-1,BT1,0
2017,burnsville,B-1,BT2,1
2017,burnsville,B-1,BT3,0
2017,mendota_heights,MH-4,DN,3
2017,mendota_heights,MH-4,BT1,1
2017,mendota_heights,MH-4,BT2,0
2017,mendota_heights,MH-4,BT3,0
2017,hastings,H-6,DN,0
2017,hastings,H-6,BT1,0
2017,hastings,H-6,BT2,0
2017,hastings,H-6,BT3,0
2017,hastings,H-57,DN,0
2017,hastings,H-57,BT1,0
2017,hastings,H-57,BT2,0
2017,hastings,H-57,BT3,0
2017,rosemount,R-23,DN,2
2017,rosemount,R-23,BT1,2
2017,rosemount,R-23,BT2,0
2017,rosemount,R-23,BT3,0
2017,lakeville,L-8,DN,1
2017,lakeville,L-8,BT1,2
2017,lakeville,L-8,BT2,0
2017,lakeville,L-8,BT3,0
2017,apple_valley,AV-10,DN,1
2017,apple_valley,AV-10,BT1,0
2017,apple_valley,AV-10,BT2,0
2017,apple_valley,AV-10,BT3,0
2017,eagan,DC-2,DN,1
2017,eagan,DC-2,BT1,1
2017,eagan,DC-2,BT2,0
2017,eagan,DC-2,BT3,0
2017,eagan,DC-4,DN,2
2017,eagan,DC-4,BT1,1
2017,eagan,DC-4,BT2,0
2017,eagan,DC-4,BT3,0
2017,hastings,H-6,DN,0
2017,hastings,H-6,BT1,0
2017,hastings,H-6,BT2,0
2017,hastings,H-6,BT3,0
2017,rosemount,R-14,DN,3
2017,rosemount,R-14,BT1,2
2017,rosemount,R-14,BT2,0
2017,rosemount,R-14,BT3,0
2017,mendota_heights,MH-2,DN,0
2017,mendota_heights,MH-2,BT1,1
2017,mendota_heights,MH-2,BT2,0
2017,mendota_heights,MH-2,BT3,0
2017,empire,DC-1,DN,0
2017,empire,DC-1,BT1,0
2017,empire,DC-1,BT2,0
2017,empire,DC-1,BT3,0
2017,apple_valley,AV-12,DN,1
2017,apple_valley,AV-12,BT1,0
2017,apple_valley,AV-12,BT2,0
2017,apple_valley,AV-12,BT3,0
2017,apple_valley,AV-20,DN,4
2017,apple_valley,AV-20,BT1,3
2017,apple_valley,AV-20,BT2,0
2017,apple_valley,AV-20,BT3,0
2017,greenvale,NC-2,DN,0
2017,greenvale,NC-2,BT1,0
2017,greenvale,NC-2,BT2,0
2017,greenvale,NC-2,BT3,0
2017,greenvale,NC-1,DN,0
2017,greenvale,NC-1,BT1,0
2017,greenvale,NC-1,BT2,0
2017,greenvale,NC-1,BT3,0
2017,farmington,F-7,DN,0
2017,farmington,F-7,BT1,0
2017,farmington,F-7,BT2,0
2017,farmington,F-7,BT3,0
2017,eagan,DC-2,DN,0
2017,eagan,DC-2,BT1,2
2017,eagan,DC-2,BT2,2
2017,eagan,DC-2,BT3,0
