year,date,township,WLN,latitude,longitude,method,clitellata_hirudinida,insecta_ephemeroptera,insecta_odonata,insecta_hemiptera,insecta_coleoptera,insecta_diptera,insecta_trichoptera,gastropoda_basommatophora,crustacea,mollusca
2000,2000-06-12,inver_grove_heights,IGH-7,44.794477,-93.10182,BT1,0,0,0,29,0,0,0,0,0,0
2000,2000-06-12,inver_grove_heights,IGH-7,44.794477,-93.10182,BT2,0,0,0,59,0,0,0,0,0,0
2000,2000-06-12,inver_grove_heights,IGH-7,44.794477,-93.10182,BT3,0,0,0,56,0,0,0,0,0,0
2000,2000-06-12,northfield,T-1,44.516054,-92.952872,DN,0,1,0,0,0,0,0,1,0,0
2000,2000-06-12,northfield,T-1,44.516054,-92.952872,BT1,0,0,0,35,0,0,0,0,0,0
2000,2000-06-12,northfield,T-1,44.516054,-92.952872,BT2,0,0,0,73,0,0,0,0,0,0
2000,2000-06-12,northfield,T-1,44.516054,-92.952872,BT3,0,0,0,161,0,0,0,0,0,0
2000,2000-06-14,inver_grove_heights,IGH-9,44.857809,-93.101059,DN,2,5,18,0,0,0,2,125,0,0
2000,2000-06-14,inver_grove_heights,IGH-9,44.857809,-93.101059,BT1,2,0,0,15,0,0,0,0,0,0
2000,2000-06-14,inver_grove_heights,IGH-9,44.857809,-93.101059,BT2,3,0,0,4,0,0,0,0,0,0
2000,2000-06-14,inver_grove_heights,IGH-9,44.857809,-93.101059,BT3,1,0,0,2,0,0,0,0,0,0
2000,2000-06-26,inver_grove_heights,IGH-8,44.820456,-93.085119,DN,6,0,0,0,0,0,0,13,0,0
2000,2000-06-26,inver_grove_heights,IGH-8,44.820456,-93.085119,BT1,1,0,0,15,0,0,0,0,0,0
2000,2000-06-26,inver_grove_heights,IGH-8,44.820456,-93.085119,BT2,2,0,0,8,0,0,0,0,0,0
2000,2000-06-26,inver_grove_heights,IGH-8,44.820456,-93.085119,BT3,24,0,0,24,0,0,0,0,0,0
2000,2000-06-28,hastings,H-1,44.729093,-92.866884,DN,3,0,2,17,0,0,1,3,0,0
2000,2000-06-28,hastings,H-1,44.729093,-92.866884,BT1,0,0,0,4,0,0,0,0,0,0
2000,2000-06-28,hastings,H-1,44.729093,-92.866884,BT2,0,0,0,19,0,0,0,0,0,0
2000,2000-06-28,hastings,H-1,44.729093,-92.866884,BT3,1,0,0,7,0,0,0,0,0,0
2000,2000-07-08,northfield,T-1,44.516054,-92.952872,DN,0,0,3,0,0,0,0,33,0,0
2000,2000-07-08,northfield,T-1,44.516054,-92.952872,BT1,0,0,0,1,17,0,0,0,0,0
2000,2000-07-08,northfield,T-1,44.516054,-92.952872,BT2,4,0,3,0,3,0,0,0,0,0
2000,2000-07-08,northfield,T-1,44.516054,-92.952872,BT3,0,0,2,0,8,0,0,0,0,0
2000,2000-08-06,mendota_heights,MH-2,44.873927,-93.114444,DN,18,1,1,0,0,0,2,110,0,0
2000,2000-08-06,mendota_heights,MH-2,44.873927,-93.114444,BT1,3,0,0,0,0,0,0,0,0,0
2000,2000-08-06,mendota_heights,MH-2,44.873927,-93.114444,BT2,0,0,0,19,0,0,0,0,0,0
2000,2000-08-06,mendota_heights,MH-2,44.873927,-93.114444,BT3,2,0,0,7,0,0,0,0,0,0
2001,2001-05-30,hastings,H-1,44.729093,-92.866884,DN,1,0,0,0,0,0,0,0,0,0
2001,2001-05-30,hastings,H-1,44.729093,-92.866884,BT1,3,0,0,205,14,0,0,0,0,0
2001,2001-05-30,hastings,H-1,44.729093,-92.866884,BT2,4,0,0,326,16,0,0,1,0,0
2001,2001-05-30,hastings,H-1,44.729093,-92.866884,BT3,3,0,0,4,27,0,0,0,0,0
2001,2001-06-04,inver_grove_heights,IGH-9,44.857809,-93.101059,DN,1,0,4,0,0,0,0,77,0,74
2001,2001-06-04,inver_grove_heights,IGH-9,44.857809,-93.101059,BT1,1,0,1,2,3,0,1,9,0,3
2001,2001-06-04,inver_grove_heights,IGH-9,44.857809,-93.101059,BT2,0,0,0,16,9,0,0,12,0,0
2001,2001-06-04,inver_grove_heights,IGH-9,44.857809,-93.101059,BT3,8,0,0,0,2,0,0,20,0,6
2001,2001-06-07,mendota_heights,MH-4,44.866886,-93.166092,DN,5,0,8,0,0,0,5,25,0,0
2001,2001-06-07,mendota_heights,MH-4,44.866886,-93.166092,BT1,1,0,6,127,44,0,0,1,0,0
2001,2001-06-07,mendota_heights,MH-4,44.866886,-93.166092,BT2,4,0,3,80,56,0,0,10,15,0
2001,2001-06-07,mendota_heights,MH-4,44.866886,-93.166092,BT3,0,0,1,51,33,0,1,11,0,0
2001,2001-06-12,inver_grove_heights,IGH-10,44.787601,-93.041408,DN,12,0,5,0,0,0,1,41,19,0
2001,2001-06-12,inver_grove_heights,IGH-10,44.787601,-93.041408,BT1,6,0,0,19,18,0,8,2,4,0
2001,2001-06-12,inver_grove_heights,IGH-10,44.787601,-93.041408,BT2,5,11,0,0,4,0,7,3,7,0
2001,2001-06-12,inver_grove_heights,IGH-10,44.787601,-93.041408,BT3,21,2,0,1,5,0,6,11,0,0
2001,2001-06-13,hastings,H-4,44.727635,-92.887857,DN,3,2,6,0,0,0,0,0,0,0
2001,2001-06-13,hastings,H-4,44.727635,-92.887857,BT1,0,0,0,11,3,0,0,0,0,0
2001,2001-06-13,hastings,H-4,44.727635,-92.887857,BT2,0,0,0,6,1,0,0,0,0,0
2001,2001-06-13,hastings,H-4,44.727635,-92.887857,BT3,0,0,0,27,1,0,0,0,0,0
2001,2001-06-14,mendota_heights,MH-6,44.884134,-93.147716,DN,10,0,5,0,0,0,0,2,3,0
2001,2001-06-14,mendota_heights,MH-6,44.884134,-93.147716,BT1,3,0,3,24,10,0,0,3,0,0
2001,2001-06-14,mendota_heights,MH-6,44.884134,-93.147716,BT2,0,0,0,0,0,0,0,0,0,0
2001,2001-06-14,mendota_heights,MH-6,44.884134,-93.147716,BT3,5,0,14,154,69,0,0,13,0,0
2001,2001-06-17,inver_grove_heights,IGH-11,44.790179,-93.033029,DN,0,0,2,0,0,0,1,9,50,0
2001,2001-06-17,inver_grove_heights,IGH-11,44.790179,-93.033029,BT1,8,0,0,239,132,0,3,0,25,0
2001,2001-06-17,inver_grove_heights,IGH-11,44.790179,-93.033029,BT2,4,1,1,64,10,0,1,2,24,0
2001,2001-06-17,inver_grove_heights,IGH-11,44.790179,-93.033029,BT3,14,0,0,46,9,0,0,1,10,0
2001,2001-06-18,inver_grove_heights,IGH-1,44.862258,-93.074207,DN,1,0,15,5,26,0,0,0,0,0
2001,2001-06-18,inver_grove_heights,IGH-1,44.862258,-93.074207,BT1,8,0,8,16,69,0,0,0,0,0
2001,2001-06-18,inver_grove_heights,IGH-1,44.862258,-93.074207,BT2,0,0,7,5,35,0,0,0,0,0
2001,2001-06-18,inver_grove_heights,IGH-1,44.862258,-93.074207,BT3,0,0,2,0,0,0,0,0,0,0
2001,2001-06-18,inver_grove_heights,IGH-1,44.862258,-93.074207,DN,0,0,22,0,0,0,0,7,0,0
2001,2001-06-18,inver_grove_heights,IGH-1,44.862258,-93.074207,BT1,5,0,18,14,17,0,0,2,0,0
2001,2001-06-18,inver_grove_heights,IGH-1,44.862258,-93.074207,BT2,0,0,0,0,0,0,0,0,0,0
2001,2001-06-18,inver_grove_heights,IGH-1,44.862258,-93.074207,BT3,0,0,0,0,0,0,0,0,0,0
2001,2001-06-21,mendota_heights,MH-2,44.873927,-93.114444,DN,0,0,0,0,0,0,12,2,1,0
2001,2001-06-21,mendota_heights,MH-2,44.873927,-93.114444,BT1,11,0,1,39,23,0,0,0,50,0
2001,2001-06-21,mendota_heights,MH-2,44.873927,-93.114444,BT2,4,0,2,0,7,0,0,3,1,0
2001,2001-06-21,mendota_heights,MH-2,44.873927,-93.114444,BT3,10,0,4,56,37,0,0,8,2,0
2001,2001-06-22,lakeville,L-3,44.687256,-93.277131,DN,2,0,0,0,0,0,0,0,0,0
2001,2001-06-22,lakeville,L-3,44.687256,-93.277131,BT1,0,0,7,13,2,0,0,3,0,0
2001,2001-06-22,lakeville,L-3,44.687256,-93.277131,BT2,0,0,0,0,0,0,0,0,0,0
2001,2001-06-22,lakeville,L-3,44.687256,-93.277131,BT3,0,0,0,0,0,0,0,0,0,0
2001,2001-06-22,lakeville,L-4,44.685557,-93.257247,DN,0,0,0,0,0,0,0,0,0,0
2001,2001-06-22,lakeville,L-4,44.685557,-93.257247,BT1,0,0,0,10,6,0,0,0,0,0
2001,2001-06-22,lakeville,L-4,44.685557,-93.257247,BT2,0,0,0,0,0,0,0,0,0,0
2001,2001-06-22,lakeville,L-4,44.685557,-93.257247,BT3,0,0,0,0,0,0,0,0,0,0
2001,2001-06-24,lakeville,L-6,44.707197,-93.29856,DN,0,0,0,0,0,0,0,0,0,0
2001,2001-06-24,lakeville,L-6,44.707197,-93.29856,BT1,0,0,30,8,8,0,0,0,0,0
2001,2001-06-24,lakeville,L-6,44.707197,-93.29856,BT2,0,0,0,0,0,0,0,0,0,0
2001,2001-06-24,lakeville,L-6,44.707197,-93.29856,BT3,0,0,0,0,0,0,0,0,0,0
2001,2001-06-26,hastings,H-3,44.726887,-92.887834,DN,1,0,2,0,0,0,0,0,0,0
2001,2001-06-26,hastings,H-3,44.726887,-92.887834,BT1,1,1,0,43,2,0,0,0,0,0
2001,2001-06-26,hastings,H-3,44.726887,-92.887834,BT2,1,1,0,57,8,0,0,0,0,0
2001,2001-06-26,hastings,H-3,44.726887,-92.887834,BT3,0,0,0,19,3,0,0,0,0,0
2001,2001-06-27,mendota_heights,MH-5,44.867913,-93.124495,DN,9,0,6,0,0,0,11,300,40,0
2001,2001-06-27,mendota_heights,MH-5,44.867913,-93.124495,BT1,3,0,0,14,3,0,2,0,1,0
2001,2001-06-27,mendota_heights,MH-5,44.867913,-93.124495,BT2,3,0,1,58,31,0,4,2,1,0
2001,2001-06-27,mendota_heights,MH-5,44.867913,-93.124495,BT3,8,0,0,58,21,0,2,2,1,0
2001,2001-06-27,lakeville,L-5,44.697794,-93.180625,DN,0,0,0,0,0,0,0,0,0,0
2001,2001-06-27,lakeville,L-5,44.697794,-93.180625,BT1,0,0,0,0,0,0,0,0,0,0
2001,2001-06-27,lakeville,L-5,44.697794,-93.180625,BT2,0,0,0,0,0,0,0,0,0,0
2001,2001-06-27,lakeville,L-5,44.697794,-93.180625,BT3,0,0,0,300,5,0,0,0,0,0
2001,2001-06-28,mendota_heights,MH-7,44.872768,-93.113401,DN,8,1,0,0,0,0,122,144,342,84
2001,2001-06-28,mendota_heights,MH-7,44.872768,-93.113401,BT1,0,0,0,6,0,0,68,1,24,0
2001,2001-06-28,mendota_heights,MH-7,44.872768,-93.113401,BT2,0,0,0,37,2,0,29,0,10,0
2001,2001-06-28,mendota_heights,MH-7,44.872768,-93.113401,BT3,0,0,0,97,43,0,40,13,82,6
2001,2001-06-30,lakeville,L-6,44.707197,-93.29856,DN,0,0,2,0,0,0,0,33,1,21
2001,2001-06-30,lakeville,L-6,44.707197,-93.29856,BT1,0,0,3,0,1,0,1,1,0,0
2001,2001-06-30,lakeville,L-6,44.707197,-93.29856,BT2,1,0,0,0,3,0,1,2,0,0
2001,2001-06-30,lakeville,L-6,44.707197,-93.29856,BT3,1,1,5,0,1,0,0,2,0,0
2001,2001-07-08,northfield,T-1,44.516054,-92.952872,DN,0,0,3,0,0,0,0,30,0,0
2001,2001-07-08,northfield,T-1,44.516054,-92.952872,BT1,0,0,0,1,17,0,0,3,0,0
2001,2001-07-08,northfield,T-1,44.516054,-92.952872,BT2,4,0,1,0,3,0,0,0,0,0
2001,2001-07-08,northfield,T-1,44.516054,-92.952872,BT3,0,0,4,0,8,0,0,0,0,0
2002,2002-06-13,hastings,H-4,44.727635,-92.887857,DN,0,1,0,35,1,0,2,1,0,11
2002,2002-06-13,hastings,H-4,44.727635,-92.887857,BT1,0,0,0,7,1,0,0,0,0,0
2002,2002-06-13,hastings,H-4,44.727635,-92.887857,BT2,0,0,0,0,0,0,0,0,0,0
2002,2002-06-13,hastings,H-4,44.727635,-92.887857,BT3,0,0,0,0,0,0,0,0,0,0
2002,2002-06-15,hastings,H-3,44.726887,-92.887834,DN,0,1,8,40,7,0,0,3,0,0
2002,2002-06-15,hastings,H-3,44.726887,-92.887834,BT1,0,0,0,10,30,0,0,0,4,0
2002,2002-06-15,hastings,H-3,44.726887,-92.887834,BT2,0,0,0,0,0,0,0,0,0,0
2002,2002-06-15,hastings,H-3,44.726887,-92.887834,BT3,0,0,0,0,0,0,0,0,0,0
2002,2002-06-22,inver_grove_heights,IGH-1,44.862258,-93.074207,DN,3,0,75,0,0,0,53,23,0,0
2002,2002-06-22,inver_grove_heights,IGH-1,44.862258,-93.074207,BT1,0,0,3,20,3,0,0,0,0,0
2002,2002-06-22,inver_grove_heights,IGH-1,44.862258,-93.074207,BT2,1,0,0,0,0,0,0,0,0,0
2002,2002-06-22,inver_grove_heights,IGH-1,44.862258,-93.074207,BT3,0,0,0,0,0,0,0,0,0,0
2002,2002-07-30,inver_grove_heights,IGH-13,44.800019,-93.027762,DN,24,0,1,0,0,0,1,0,0,0
2002,2002-07-30,inver_grove_heights,IGH-13,44.800019,-93.027762,BT1,205,0,1,142,30,0,0,1,0,0
2002,2002-07-30,inver_grove_heights,IGH-13,44.800019,-93.027762,BT2,0,0,0,0,0,0,0,0,0,0
2002,2002-07-30,inver_grove_heights,IGH-13,44.800019,-93.027762,BT3,0,0,0,0,0,0,0,0,0,0
2002,2002-09-03,hastings,H-5,44.732697,-92.838328,DN,1,1,1,0,0,0,0,21,0,0
2002,2002-09-03,hastings,H-5,44.732697,-92.838328,BT1,0,4,1,7,7,0,0,17,0,0
2002,2002-09-03,hastings,H-5,44.732697,-92.838328,BT2,0,0,0,14,0,0,0,0,0,0
2002,2002-09-03,hastings,H-5,44.732697,-92.838328,BT3,0,0,0,0,0,0,0,0,0,0
2003,2003-06-03,apple_valley,AV-1,44.763729,-93.190726,DN,1,0,0,0,0,0,1,2,0,0
2003,2003-06-03,apple_valley,AV-1,44.763729,-93.190726,BT1,0,0,2,0,29,1,1,0,1,0
2003,2003-06-03,apple_valley,AV-5,44.764248,-93.20805,DN,1,0,0,0,0,0,0,0,0,0
2003,2003-06-03,apple_valley,AV-5,44.764248,-93.20805,BT1,0,0,2,12,48,0,0,0,0,0
2003,2003-06-03,apple_valley,AV-6,44.763376,-93.235012,DN,0,0,0,0,0,0,0,0,0,0
2003,2003-06-03,apple_valley,AV-6,44.763376,-93.235012,BT1,1,0,5,0,3,0,0,2,1,0
2003,2003-06-03,apple_valley,AV-7,44.771546,-93.218566,DN,0,0,2,0,0,0,0,0,0,0
2003,2003-06-03,apple_valley,AV-7,44.771546,-93.218566,BT1,0,0,0,82,18,3,0,0,0,0
2003,2003-06-04,rosemount,R-10,44.767005,-93.155453,DN,3,0,2,87,0,1,0,33,0,0
2003,2003-06-04,rosemount,R-10,44.767005,-93.155453,BT1,2,0,2,14,0,0,1,2,0,15
2003,2003-06-04,rosemount,R-10,44.767005,-93.155453,BT2,0,0,0,16,0,0,0,0,0,1
2003,2003-06-04,rosemount,R-10,44.767005,-93.155453,BT3,0,0,0,62,0,0,0,0,0,0
2003,2003-06-08,farmington,F-1,44.659512,-93.170882,DN,2,0,1,0,0,1,0,4,0,0
2003,2003-06-08,farmington,F-1,44.659512,-93.170882,BT1,1,0,0,0,2,2,1,0,0,0
2003,2003-06-08,farmington,F-1,44.659512,-93.170882,BT2,2,0,1,0,2,1,0,0,0,0
2003,2003-06-08,farmington,F-1,44.659512,-93.170882,BT3,1,0,0,1,2,2,0,0,0,0
2003,2003-06-08,lakeville,L-7,44.693527,-93.310089,DN,0,0,3,0,0,7,0,4,0,0
2003,2003-06-08,lakeville,L-7,44.693527,-93.310089,BT1,0,0,0,0,14,0,0,0,0,0
2003,2003-06-08,lakeville,L-7,44.693527,-93.310089,BT2,0,0,0,1,3,0,0,1,0,0
2003,2003-06-08,lakeville,L-7,44.693527,-93.310089,BT3,0,0,0,0,0,0,0,0,0,0
2003,2003-06-08,lakeville,L-8,44.685149,-93.298978,DN,1,1,3,0,0,1,0,3,2,0
2003,2003-06-08,lakeville,L-8,44.685149,-93.298978,BT1,0,0,0,1,4,0,0,0,0,0
2003,2003-06-08,lakeville,L-8,44.685149,-93.298978,BT2,0,0,0,0,0,0,0,0,0,0
2003,2003-06-08,lakeville,L-8,44.685149,-93.298978,BT3,0,0,0,0,0,0,0,0,0,0
2003,2003-06-09,farmington,F-4,44.680068,-93.168949,DN,0,1,1,0,0,0,1,1,0,0
2003,2003-06-09,farmington,F-4,44.680068,-93.168949,BT1,0,0,0,0,1,0,0,0,0,0
2003,2003-06-09,farmington,F-4,44.680068,-93.168949,BT2,0,0,0,0,0,0,1,0,0,0
2003,2003-06-09,farmington,F-4,44.680068,-93.168949,BT3,0,1,0,0,0,1,0,0,0,0
2003,2003-06-09,hastings,H-4,44.727635,-92.887857,DN,0,0,2,74,0,2,0,4,2,0
2003,2003-06-09,hastings,H-4,44.727635,-92.887857,BT1,0,0,0,3,1,0,0,1,0,0
2003,2003-06-09,hastings,H-4,44.727635,-92.887857,BT2,1,0,0,2,0,1,0,0,0,0
2003,2003-06-09,hastings,H-4,44.727635,-92.887857,BT3,0,1,0,3,2,0,0,0,0,0
2003,2003-06-10,rosemount,R-11,44.763388,-93.106429,DN,4,0,0,0,0,4,0,31,0,0
2003,2003-06-10,rosemount,R-11,44.763388,-93.106429,BT1,2,0,2,319,16,1,0,1,0,0
2003,2003-06-10,rosemount,R-11,44.763388,-93.106429,BT2,0,0,0,0,0,0,0,0,0,0
2003,2003-06-10,rosemount,R-11,44.763388,-93.106429,BT3,0,0,0,0,0,0,0,0,0,0
2003,2003-06-11,burnsville,B-3,44.773658,-93.322624,DN,0,2,9,0,0,2,10,16,2,1
2003,2003-06-11,burnsville,B-3,44.773658,-93.322624,BT1,0,0,0,0,1,0,3,1,21,0
2003,2003-06-11,farmington,F-3,44.646677,-93.128044,DN,0,1,1,0,0,2,0,0,1,0
2003,2003-06-11,farmington,F-3,44.646677,-93.128044,BT1,0,0,2,0,0,1,0,0,1,0
2003,2003-06-11,farmington,F-3,44.646677,-93.128044,BT2,0,0,1,1,0,1,0,0,1,0
2003,2003-06-12,rosemount,R-12,44.744387,-93.103351,DN,15,0,3,0,0,0,0,2,0,0
2003,2003-06-12,rosemount,R-12,44.744387,-93.103351,BT1,1,2,2,38,16,2,0,1,1,1
2003,2003-06-12,rosemount,R-12,44.744387,-93.103351,BT2,0,0,0,0,0,0,0,0,0,0
2003,2003-06-14,burnsville,B-10,44.741621,-93.308994,DN,3,0,30,0,0,2,2,35,0,3
2003,2003-06-14,burnsville,B-10,44.741621,-93.308994,BT1,0,0,2,5,4,11,2,17,0,0
2003,2003-06-16,burnsville,B-11,44.728838,-93.312399,DN,17,0,13,0,0,20,0,30,100,0
2003,2003-06-16,burnsville,B-11,44.728838,-93.312399,BT1,8,1,5,107,34,3,0,30,30,1
2003,2003-06-16,hastings,H-4,44.727635,-92.887857,DN,12,0,10,0,0,0,0,294,0,0
2003,2003-06-16,hastings,H-4,44.727635,-92.887857,BT1,32,0,0,0,0,0,0,6,5,0
2003,2003-06-16,hastings,H-4,44.727635,-92.887857,BT2,38,0,15,27,4,0,0,10,35,0
2003,2003-06-16,hastings,H-4,44.727635,-92.887857,BT3,20,0,0,0,0,0,0,8,3,0
2003,2003-06-19,burnsville,B-1,44.722346,-93.277829,DN,9,0,3,0,0,0,2,87,1,2
2003,2003-06-19,burnsville,B-1,44.722346,-93.277829,BT1,0,0,6,56,7,1,5,6,0,0
2003,2003-06-19,eagan,E-18,44.841903,-93.162184,DN,6,0,0,41,0,1,0,2,1,0
2003,2003-06-19,eagan,E-18,44.841903,-93.162184,BT1,2,0,0,15,2,1,0,22,0,0
2003,2003-06-19,eagan,E-18,44.841903,-93.162184,BT2,5,0,0,5,3,0,0,15,0,0
2003,2003-06-19,eagan,E-18,44.841903,-93.162184,BT3,0,0,0,6,0,0,0,7,0,0
2003,2003-06-19,eagan,E-10,44.805622,-93.212713,DN,0,0,1,0,0,1,1,74,0,0
2003,2003-06-19,eagan,E-10,44.805622,-93.212713,BT1,0,0,0,9,1,0,0,17,0,0
2003,2003-06-19,eagan,E-10,44.805622,-93.212713,BT2,0,0,0,2,2,0,0,13,0,0
2003,2003-06-19,eagan,E-10,44.805622,-93.212713,BT3,0,0,0,2,0,0,0,16,0,0
2003,2003-06-20,apple_valley,AV-1,44.763729,-93.190726,BT1,11,0,2,25,28,1,0,1,0,0
2003,2003-06-20,apple_valley,AV-1,44.763729,-93.190726,BT2,0,0,0,23,0,0,0,0,0,0
2003,2003-06-20,apple_valley,AV-1,44.763729,-93.190726,DN,11,0,3,0,0,4,1,32,1,0
2003,2003-06-21,lakeville,L-4,44.685557,-93.257247,DN,2,0,3,0,0,2,0,3,1,1
2003,2003-06-21,lakeville,L-4,44.685557,-93.257247,BT1,1,1,0,32,9,0,0,0,0,0
2003,2003-06-21,lakeville,L-4,44.685557,-93.257247,BT2,1,0,0,15,14,0,0,0,0,0
2003,2003-06-21,lakeville,L-4,44.685557,-93.257247,BT3,0,0,0,5,1,0,0,0,0,0
2003,2003-06-21,lakeville,L-9,44.689633,-93.16562,DN,1,0,4,0,0,3,0,4,1,0
2003,2003-06-21,lakeville,L-9,44.689633,-93.16562,BT1,0,1,4,4,3,2,1,1,1,0
2003,2003-06-21,lakeville,L-9,44.689633,-93.16562,BT2,0,0,0,0,0,0,0,0,0,0
2003,2003-06-21,lakeville,L-9,44.689633,-93.16562,BT3,0,0,0,0,0,0,0,0,0,0
2003,2003-06-22,farmington,F-1,44.659512,-93.170882,DN,1,0,0,0,0,1,0,3,0,0
2003,2003-06-22,farmington,F-1,44.659512,-93.170882,BT1,48,0,4,145,40,0,0,0,0,0
2003,2003-06-22,eagan,E-17,44.838498,-93.136452,DN,2,0,3,0,0,12,1,3,1,0
2003,2003-06-22,eagan,E-17,44.838498,-93.136452,BT1,0,0,0,28,10,0,1,0,0,0
2003,2003-06-22,eagan,E-17,44.838498,-93.136452,BT2,0,0,0,6,1,0,0,0,0,0
2003,2003-06-22,eagan,E-17,44.838498,-93.136452,BT3,3,0,1,38,9,2,1,1,1,1
2003,2003-06-22,rosemount,R-12,44.744387,-93.103351,DN,30,0,12,12,25,2,0,20,1,0
2003,2003-06-22,rosemount,R-12,44.744387,-93.103351,BT1,25,0,14,0,0,0,0,1,0,0
2003,2003-06-22,rosemount,R-12,44.744387,-93.103351,BT2,25,0,0,0,0,0,0,0,0,0
2003,2003-06-22,rosemount,R-12,44.744387,-93.103351,BT3,25,0,0,0,0,0,0,0,0,0
2003,2003-06-22,rosemount,R-13,44.761416,-93.107322,DN,1,0,10,0,0,3,1,1,3,1
2003,2003-06-22,rosemount,R-13,44.761416,-93.107322,BT1,0,0,7,8,8,1,0,1,2,0
2003,2003-06-22,rosemount,R-13,44.761416,-93.107322,BT2,0,0,0,0,0,0,0,0,1,0
2003,2003-06-22,rosemount,R-13,44.761416,-93.107322,BT3,0,0,0,0,0,0,0,0,1,0
2003,2003-06-24,eagan,E-11,44.840323,-93.171214,DN,0,0,0,0,0,0,0,2,1,0
2003,2003-06-24,eagan,E-11,44.840323,-93.171214,BT1,2,0,0,0,1,1,0,2,0,0
2003,2003-06-24,eagan,E-11,44.840323,-93.171214,BT2,2,0,0,0,0,1,0,2,0,0
2003,2003-06-24,eagan,E-11,44.840323,-93.171214,BT3,1,0,0,0,0,1,0,1,0,0
2003,2003-06-24,eagan,E-16,44.833343,-93.133339,DN,0,0,2,0,0,23,1,2,208,1
2003,2003-06-24,eagan,E-16,44.833343,-93.133339,BT1,1,0,0,41,1,4,4,0,20,0
2003,2003-06-24,eagan,E-16,44.833343,-93.133339,BT2,5,0,1,7,1,21,1,0,21,0
